Date,From time,To time,Condition
22/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
22/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
22/8/2016,17:00,18:00,Fuel changeover test of Generating Unit SKRA G1 is anticipated to carry out on 22 Aug 2016 at the following timing. Gas to Diesel : At about 1705Hrs. Diesel to Gas : At about 1745Hrs.
22/8/2016,17:00,18:00,Fuel changeover test of Generating Unit SKRA G1 was carried out and completed on 22 Aug 2016 at the following timing. Gas to Diesel : From 1702Hrs - 1704Hrs. Diesel to Gas : From 1735Hrs - 1737Hrs.
23/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
23/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
23/8/2016,18:00,19:00,Fuel changeover test of Generating Unit KMCBLK3 is anticipated to carry out on 23 Aug 2016 at the following timing. Gas to Diesel : At about 1801Hrs. Diesel to Gas : At about 1831Hrs.
23/8/2016,18:00,19:30,Fuel changeover test of Generating Unit KMCBLK3 was carried out and completed on 23 Aug 2016 at the following timing. Gas to Diesel : From 1801Hrs - 1810Hrs. Diesel to Gas : From 1853Hrs - 1906Hrs.
23/8/2016,19:30,20:00,Forced outage of Kg Bahru/Macalister Rd 66kV Feeder on 23 Aug 2016 at 1939Hrs.
24/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
24/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
24/8/2016,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 24 Aug 2016 from 1405Hrs to 1509Hrs.
24/8/2016,14:00,15:30,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 24 Aug 2016 from 1410Hrs to 1510Hrs.
24/8/2016,17:00,18:00,Fuel changeover test of Generating Unit TUAS CCP4 was carried out and completed on 24 Aug 2016 at the following timing. Gas to Diesel : From 1710Hrs - 1714Hrs. Diesel to Gas : From 1746Hrs - 1750Hrs.
24/8/2016,17:00,18:00,Fuel changeover test of Generating Unit TUA CCP 4 is anticipated to carry out on 24 Aug 2016 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
25/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
25/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
25/8/2016,17:00,18:00,Fuel changeover test of Generating Unit TUAS CCP2 was carried out and completed on 25 Aug 2016 at the following timing. Gas to Diesel : From 1701Hrs - 1704Hrs. Diesel to Gas : From 1739Hrs - 1743Hrs.
25/8/2016,17:00,18:00,Fuel changeover test of Generating Unit TUAS CCP 2 is anticipated to carry out on 25 Aug 2016 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
26/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
26/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
26/8/2016,12:00,18:00,Outage of Generating Unit JUR GT1 on 26 Aug 2016 at 1201Hrs was without Final Approval/Consent.
27/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
27/8/2016,00:00,23:30,Hyflux has re-scheduled the maintenance work for TSPBLK1 to 27 Aug 2016 0000hrs - 29 Aug 2016 2400hrs
27/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
27/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
28/8/2016,00:00,23:30,Hyflux has re-scheduled the maintenance work for TSPBLK1 to 27 Aug 2016 0000hrs - 29 Aug 2016 2400hrs
28/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
29/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
29/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/8/2016,00:00,23:30,Hyflux has re-scheduled the maintenance work for TSPBLK1 to 27 Aug 2016 0000hrs - 29 Aug 2016 2400hrs
29/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
29/8/2016,09:00,09:30,Forced outage of generating unit SHUL G1 at 38MW on 29 Aug 2016 at 09:21Hrs. 
29/8/2016,09:00,09:30,Forced outage of generating unit BKOM G1 at 47MW on 29 Aug 2016 at 09:08Hrs. 
30/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
30/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
30/8/2016,17:30,18:30,Fuel changeover test of Generating Unit TUASCCP5 was carried out and completed on 30 Aug 2016 at the following timing. Gas to Gas : From 1732Hrs - 1735Hrs. Gas to Gas : From 1810Hrs - 1812Hrs.
30/8/2016,17:30,18:30,Fuel changeover test of Generating Unit TUASCCP5 is anticipated to carry out on 30 Aug 2016 at the following timing. Gas to Gas : At about 1731Hrs. Gas to Gas : At about 1801Hrs.
31/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/8/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
31/8/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
31/8/2016,17:00,18:00,Fuel changeover test of Generating Unit KMCBLK1 was carried out and completed on 31 Aug 2016 at the following timing. Gas to Diesel : From 1701Hrs - 1704Hrs. Diesel to Gas : From 1739Hrs - 1743Hrs.
31/8/2016,17:00,18:00,Fuel changeover test of Generating Unit KMCBLK1 is anticipated to carry out on 31 Aug 2016 at the following timing. 
1/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
1/9/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
1/9/2016,17:00,18:00,Fuel changeover test of Generating Unit KMC BLK2 is anticipated to carry out on 01 Sep 2016 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
1/9/2016,17:00,18:00,Fuel changeover test of Generating Unit KMCBLK2 was carried out and completed on 01 Sep 2016 at the following timing. Gas to Diesel : From 1702Hrs - 1708Hrs. Diesel to Gas : From 1736Hrs - 1740Hrs.
2/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/9/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
2/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
2/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/9/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
3/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
3/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
4/9/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
4/9/2016,08:30,23:30,Outage of Generating Unit SER CCP2 on 04 Sep 2016 at 0831Hrs was without Final Approval/Consent.
5/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/9/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
5/9/2016,00:00,23:30,Outage of Generating Unit SER CCP2 on 05 Sep 2016 at 0001 Hrs was without Final Approval/Consent.
5/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
5/9/2016,16:00,16:30,Forced outage of generating unit SHUL G1 at 40MW on 05 Sep 2016 at 16:08Hrs. 
5/9/2016,16:00,16:30,Forced outage of generating unit BKOM G1 at 44MW on 05 Sep 2016 at 16:05Hrs. 
6/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/9/2016,00:00,23:30,Outage of Generating Unit SER CCP2 on 05 Sep 2016 at 0001 Hrs was without Final Approval/Consent.
6/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
6/9/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
6/9/2016,14:00,23:30,Outage of Generating Unit BKOM G1 from 6 Sep 2016 at 1420hrs to 16 Sep 2016 at 1330hrs was without Final Approval/Consent. 
6/9/2016,14:00,23:30,Outage of Generating Unit BKOM G1 on 06 Sep 2016 at 1420Hrs was without Final Approval/Consent.
7/9/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
7/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/9/2016,00:00,23:30,Outage of Generating Unit SER CCP2 on 05 Sep 2016 at 0001 Hrs was without Final Approval/Consent.
7/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/9/2016,00:00,23:30,Outage of Generating Unit BKOM G1 from 6 Sep 2016 at 1420hrs to 16 Sep 2016 at 1330hrs was without Final Approval/Consent. 
7/9/2016,00:00,23:30,Outage of Generating Unit BKOM G1 on 06 Sep 2016 at 1420Hrs was without Final Approval/Consent.
7/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
7/9/2016,17:00,23:30,Outage of Generating Unit SNKCCP2-GASTUR 4 on 07 Sep 2016 at 1701Hrs was without Final Approval/Consent.
8/9/2016,00:00,23:30,Outage of Generating Unit SER CCP2 on 05 Sep 2016 at 0001 Hrs was without Final Approval/Consent.
8/9/2016,00:00,23:30,Outage of Generating Unit BKOM G1 on 06 Sep 2016 at 1420Hrs was without Final Approval/Consent.
8/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/9/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
8/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/9/2016,00:00,23:30,Outage of Generating Unit BKOM G1 from 6 Sep 2016 at 1420hrs to 16 Sep 2016 at 1330hrs was without Final Approval/Consent. 
8/9/2016,00:00,23:30,Outage of Generating Unit SNKCCP2-GASTUR 4 on 07 Sep 2016 at 1701Hrs was without Final Approval/Consent.
8/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
8/9/2016,15:30,16:00,Forced outage of Bukit Batok/Toh Guan 66kV Feeder on 08 Sep 2016 at 1538Hrs.
8/9/2016,17:00,18:00,Fuel changeover test of Generating Unit TSPBLK 1 is anticipated to carry out on 08 Sep 2016 at the following timing. Gas to Gas : At about 1701Hrs. Gas to Gas : At about 1731Hrs.
8/9/2016,17:00,18:00,Fuel changeover test of Generating Unit TSPBLK1 was carried out and completed on 08 Sep 2016 at the following timing. Gas to Gas : From 1700Hrs - 1701Hrs. Gas to Gas : From 1731Hrs - 1733Hrs.
9/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/9/2016,00:00,23:30,Outage of Generating Unit BKOM G1 from 6 Sep 2016 at 1420hrs to 16 Sep 2016 at 1330hrs was without Final Approval/Consent. 
9/9/2016,00:00,23:30,Outage of Generating Unit BKOM G1 on 06 Sep 2016 at 1420Hrs was without Final Approval/Consent.
9/9/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
9/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
9/9/2016,00:00,23:30,Outage of Generating Unit SER CCP2 on 05 Sep 2016 at 0001 Hrs was without Final Approval/Consent.
9/9/2016,10:00,17:30,Outage of Generating Unit JUR GT1 on 09 Sep 2016 at 1001Hrs was without Final Approval/Consent.
10/9/2016,00:00,23:30,In view of the excess generation expected and to prevent severe overloading
10/9/2016,00:00,23:30,Outage of Generating Unit BKOM G1 from 6 Sep 2016 at 1420hrs to 16 Sep 2016 at 1330hrs was without Final Approval/Consent. 
10/9/2016,00:00,23:30,Due to excess generation expected in SW block and to prevent severe overloading
