Date,Temp Forecast (C) ,Day of Week,Holiday,Peak,Shoulder,Off Peak
26/3/2018,25.47,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/3/2018,23.93,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/3/2018,24.52,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/3/2018,24.61,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/3/2018,24.52,Friday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/3/2018,25.54,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
1/4/2018,25.3,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
2/4/2018,25.27,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/4/2018,24.94,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/4/2018,24.7,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/4/2018,24.89,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/4/2018,25.24,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/4/2018,25.06,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
8/4/2018,25.29,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
9/4/2018,25.46,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/4/2018,25.31,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/4/2018,25.56,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/4/2018,25.79,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/4/2018,26.12,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/4/2018,25.57,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
15/4/2018,25.31,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
16/4/2018,25.04,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/4/2018,25.61,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/4/2018,25.69,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/4/2018,25.59,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/4/2018,25.7,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/4/2018,25.29,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
22/4/2018,25.96,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
23/4/2018,25.68,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/4/2018,25.15,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/4/2018,25.24,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/4/2018,26.02,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/4/2018,25.11,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/4/2018,25.45,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
29/4/2018,26.56,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
30/4/2018,26.2,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/5/2018,25.55,Tuesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/5/2018,25.64,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/5/2018,25.74,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/5/2018,25.93,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/5/2018,25.99,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
6/5/2018,26.28,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
7/5/2018,26.14,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/5/2018,25.75,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/5/2018,26.01,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/5/2018,25.81,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/5/2018,25.69,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/5/2018,25.56,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
13/5/2018,25.68,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
14/5/2018,25.55,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/5/2018,25.9,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/5/2018,25.55,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/5/2018,26.01,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/5/2018,25.79,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/5/2018,25.73,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
20/5/2018,25.63,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
21/5/2018,25.79,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/5/2018,25.71,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/5/2018,25.26,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/5/2018,24.94,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/5/2018,25.66,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/5/2018,25.99,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
27/5/2018,25.74,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
28/5/2018,25.75,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/5/2018,25.8,Tuesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/5/2018,25.48,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/5/2018,25.34,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/6/2018,25.49,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/6/2018,24.98,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
3/6/2018,25.74,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
4/6/2018,25.9,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/6/2018,26.36,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/6/2018,26.9,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/6/2018,26.71,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/6/2018,25.72,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/6/2018,26.05,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
10/6/2018,26.52,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
11/6/2018,26.16,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/6/2018,26.1,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/6/2018,25.88,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/6/2018,26.11,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/6/2018,25.08,Friday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/6/2018,26.11,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
17/6/2018,26.48,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
18/6/2018,25.96,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/6/2018,24.95,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/6/2018,25.4,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/6/2018,25.83,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/6/2018,25.71,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/6/2018,25.43,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
24/6/2018,24.63,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
25/6/2018,24.25,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/6/2018,24.38,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/6/2018,24.23,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/6/2018,24.64,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/6/2018,24.49,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/6/2018,24.93,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
1/7/2018,24.92,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
2/7/2018,25.14,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/7/2018,25.12,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/7/2018,24.99,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/7/2018,25.37,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/7/2018,24.85,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/7/2018,25.45,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
8/7/2018,25.7,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
9/7/2018,25.91,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/7/2018,24.69,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/7/2018,24.77,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/7/2018,25.96,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/7/2018,25.8,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/7/2018,25.36,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
15/7/2018,24.8,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
16/7/2018,25.57,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/7/2018,25.64,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/7/2018,26.02,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/7/2018,25.65,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/7/2018,25.96,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/7/2018,25.2,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
22/7/2018,25.96,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
23/7/2018,26.02,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/7/2018,26.13,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/7/2018,24.85,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/7/2018,24.99,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/7/2018,25.38,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/7/2018,25.55,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
29/7/2018,25.65,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
30/7/2018,25.01,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/7/2018,25.11,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/8/2018,24.59,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/8/2018,24.62,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/8/2018,25.38,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/8/2018,25.34,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
5/8/2018,25.29,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
6/8/2018,25.64,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/8/2018,25.51,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/8/2018,24.4,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/8/2018,25.73,Thursday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/8/2018,25.69,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/8/2018,25.85,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
12/8/2018,25.78,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
13/8/2018,26.15,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/8/2018,26.04,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/8/2018,25.75,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/8/2018,25.68,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/8/2018,25.42,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/8/2018,25.48,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
19/8/2018,25.25,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
20/8/2018,24.98,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/8/2018,25.6,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/8/2018,25.28,Wednesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/8/2018,25.19,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/8/2018,24.9,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/8/2018,24.71,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
26/8/2018,25.1,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
27/8/2018,25.71,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/8/2018,25.41,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/8/2018,24.93,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/8/2018,25.04,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/8/2018,24.64,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/9/2018,24.41,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
2/9/2018,24.5,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
3/9/2018,24.75,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/9/2018,24.15,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/9/2018,24.42,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/9/2018,24.85,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/9/2018,25.11,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/9/2018,24.76,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
9/9/2018,24.76,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
10/9/2018,24.57,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/9/2018,24.48,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/9/2018,24.79,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/9/2018,24.89,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/9/2018,25.06,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/9/2018,24.68,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
16/9/2018,24.28,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
17/9/2018,24.68,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/9/2018,24.5,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/9/2018,24.53,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/9/2018,24.38,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/9/2018,24.32,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/9/2018,24.9,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
23/9/2018,24.9,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
24/9/2018,25.23,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/9/2018,25.17,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/9/2018,25.25,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/9/2018,25.79,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/9/2018,25.44,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/9/2018,25.49,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
30/9/2018,25.48,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
1/10/2018,25.48,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/10/2018,25.38,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/10/2018,25.44,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/10/2018,25.2,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/10/2018,25.11,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/10/2018,25.35,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
7/10/2018,25.11,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
8/10/2018,25.32,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/10/2018,24.89,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/10/2018,24.68,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/10/2018,24.87,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/10/2018,24.62,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/10/2018,24.76,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
14/10/2018,24.54,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
15/10/2018,25.08,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/10/2018,25,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/10/2018,24.89,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/10/2018,24.22,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/10/2018,24.53,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/10/2018,25.4,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
21/10/2018,25.49,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
22/10/2018,25.3,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/10/2018,24.94,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/10/2018,24.81,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/10/2018,24.94,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/10/2018,25.34,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/10/2018,25.41,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
28/10/2018,25.33,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
29/10/2018,25.57,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/10/2018,25.72,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
31/10/2018,24.9,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/11/2018,24.68,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/11/2018,24.4,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/11/2018,25.08,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
4/11/2018,25.54,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
5/11/2018,25.17,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/11/2018,24.69,Tuesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/11/2018,24.86,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/11/2018,25.02,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/11/2018,25.11,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/11/2018,25.28,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
11/11/2018,24.97,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
12/11/2018,25.05,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/11/2018,24.92,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/11/2018,24.76,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/11/2018,24.85,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
16/11/2018,25.47,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
17/11/2018,25,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
18/11/2018,24.71,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
19/11/2018,24.76,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/11/2018,24.88,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/11/2018,24.54,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/11/2018,24.78,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
23/11/2018,25.21,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
24/11/2018,25.24,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
25/11/2018,25.5,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
26/11/2018,25.33,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/11/2018,24.92,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/11/2018,25.37,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/11/2018,25.76,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
30/11/2018,25.55,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/12/2018,25.17,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
2/12/2018,25.2,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
3/12/2018,25.27,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/12/2018,25.44,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/12/2018,25.53,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
6/12/2018,25.26,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
7/12/2018,25.2,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/12/2018,25.47,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
9/12/2018,25.64,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
10/12/2018,25.37,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/12/2018,24.9,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/12/2018,25.17,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
13/12/2018,24.88,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
14/12/2018,24.63,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
15/12/2018,24.76,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
16/12/2018,24.53,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
17/12/2018,24.53,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
18/12/2018,25.33,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
19/12/2018,25.14,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
20/12/2018,24.92,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
21/12/2018,25.32,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
22/12/2018,25.06,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
23/12/2018,24.82,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
24/12/2018,25.13,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
25/12/2018,25.15,Tuesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
26/12/2018,24.61,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
27/12/2018,24.55,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
28/12/2018,24.71,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
29/12/2018,25.1,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
30/12/2018,25.12,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
31/12/2018,25.14,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
1/1/2019,24.45,Tuesday,Yes,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
2/1/2019,24.47,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
3/1/2019,25.25,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
4/1/2019,24.38,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
5/1/2019,25.51,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
6/1/2019,25.58,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
7/1/2019,25.33,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
8/1/2019,25.4,Tuesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
9/1/2019,25.37,Wednesday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
10/1/2019,24.73,Thursday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
11/1/2019,24.88,Friday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
12/1/2019,24.47,Saturday,No,-,"Period 1, Period 17-48",Period 2-16
13/1/2019,24.76,Sunday,No,-,"Period 22-34, Period 38-47","Period 1-21, Period 35-37, Period 48"
14/1/2019,24.83,Monday,No,Period 18-41,"Period 15-17, Period 42-48",Period 1-14
