FROM_DISPATCH_DATE,FROM_DISPATCH_PERIOD,TO_DISPATCH_DATE,TO_DISPATCH_PERIOD,CONDITION_DESCRIPTION
01-Nov-15,1,01-Nov-15,16,Outage of Seraya II 230kV Circuit Breaker 3052 on 01 Nov 2015 at 0003Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
01-Nov-15,1,01-Nov-15,48,Outage of Generating Unit SER CCP3 on 01 Nov 2015 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
01-Nov-15,3,01-Nov-15,16,Outage of Seraya II 230kV Circuit Breaker CB3152 on 01 Nov 2015 at 0118Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
01-Nov-15,17,01-Nov-15,34,Outage of P.SERAYA S/H II 230kV CB3052 on 01 Nov 2015 at 0813Hrs was without Final Approval/Consent.
(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
02-Nov-15,39,02-Nov-15,39,Forced outage of generating unit TSPBLK1 at 98MW on 02 Nov 2015 at 19:12Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
04-Nov-15,29,04-Nov-15,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 is anticipated to carry out on 04 Nov 2015 from 1410Hrs to 1510Hrs.
04-Nov-15,29,04-Nov-15,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 2 was carried out on 04 Nov 2015 from 1405Hrs to 1510Hrs.
04-Nov-15,42,04-Nov-15,43,Fuel changeover test of Generating Unit Tuas CCP1 is anticipated to carry out on 04 Nov 2015 at the following timing. Gas to Diesel : At about 2031Hrs. Diesel to Gas : At about 2105Hrs.
04-Nov-15,42,04-Nov-15,43,Fuel changeover test of Generating Unit TUAS CCP1 was carried out and completed on 04 Nov 2015 at the following timing. Gas to Diesel : From 2031Hrs - 2034Hrs. Diesel to Gas : From 2107Hrs - 2111 Hrs.
06-Nov-15,1,10-Nov-15,48,Outage of Generating Unit SER CCP2 on 06 Nov 2015 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)

08-Nov-15,14,08-Nov-15,14,Forced outage of generating unit BKOM G1 at 40MW on 08 Nov 2015 at 06:59Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
08-Nov-15,28,31-Dec-15,48,Outage of Generating Unit BKOM G1 on 08 Nov 2015 at 1330Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
13-Nov-15,41,13-Nov-15,42,Fuel changeover test of Generating Unit TUAS CCP2 was carried out and completed on 13 Nov 2015 at the following timing. Gas to Diesel : From 2005Hrs - 2008Hrs. Diesel to Gas : From 2040Hrs - 2044Hrs.
13-Nov-15,41,13-Nov-15,42,Fuel changeover test of Generating Unit TUAS CCP2 is anticipated to carry out on 13 Nov 2015 at the following timing. Gas to Diesel : At about 2001Hrs. Diesel to Gas : At about 2031Hrs.
15-Nov-15,35,15-Nov-15,36,Fuel changeover test of Generating Unit SER CCP2 was carried out and completed on 15 Nov 2015 at the following timing. Gas to Diesel : From 1701Hrs - 1704Hrs. Diesel to Gas : From 1740Hrs - 1744Hrs.
15-Nov-15,35,15-Nov-15,36,Fuel changeover test of Generating Unit SER CCP2 is anticipated to carry out on 15 Nov 2015 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
15-Nov-15,46,16-Nov-15,48,Outage of Generating Unit SNK CCP5 on 15 Nov 2015 at 2231hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
16-Nov-15,31,16-Nov-15,33,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 16 Nov 2015 from 1501Hrs to 1601Hrs.
16-Nov-15,31,16-Nov-15,33,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 16 Nov 2015 from 1504Hrs to 1613Hrs.
16-Nov-15,41,16-Nov-15,42,Fuel changeover test of Generating Unit TUAS CCP5 is anticipated to carry out on 16 Nov 2015 at the following timing. Gas to Gas : At about 2001Hrs. Gas to Gas : At about 2031Hrs.
16-Nov-15,41,16-Nov-15,42,Fuel changeover test of Generating Unit TUAS CCP5 was carried out and completed on 16 Nov 2015 at the following timing. Gas to Gas : From 2001Hrs - 2003Hrs. Gas to Gas : From 2038Hrs - 2042Hrs.
17-Nov-15,35,17-Nov-15,36,Fuel changeover test of Generating Unit PACLBLK 1 was carried out and completed on 17 November 2015 at the following timing. Gas to Diesel : From 1704 Hrs -  1708 Hrs. Diesel to Gas : From 1739 Hrs - 1742 Hrs.
17-Nov-15,35,17-Nov-15,36,Fuel changeover test of Generating Unit PACLBLK 1 is anticipated to carry out on 17 Nov 2015 at the following timing. Gas to Diesel : At about 1701Hrs. Diesel to Gas : At about 1731Hrs.
19-Nov-15,26,19-Nov-15,26,Forced outage of Grange Rd 66kV Busbar 2, and 4 nos of Circuit Breakers (CB2-1, CB4-1, CB6-1 & CB8-1) on 19 Nov 2015 at 1257Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
20-Nov-15,21,20-Nov-15,21,Outage of Hougang 66/22kV transformer No. 3 on 20 Nov 2015 at 1006Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
22-Nov-15,28,22-Nov-15,48,Outage of Generating Unit SNK CCP 5 on 22 Nov 2015 at 1331Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
23-Nov-15,1,23-Nov-15,24,Outage of Generating Unit SNK CCP5 on 23 Nov 2015 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
23-Nov-15,25,24-Nov-15,48,Outage of Generating Unit SNK CCP5 on 23 Nov 2015 at 1201Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
24-Nov-15,21,24-Nov-15,48,Outage of Kim Chuan 66/22kV transformer No. 1 on 24 Nov 2015 at 1021Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Nov-15,1,25-Nov-15,48,Outage of Generating Unit SNK CCP5 on 25 Nov 2015 at 0001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Nov-15,20,25-Nov-15,48,Outage of Kim Chuan 66/22kV transformer No. 2 on 25 Nov 2015 at 0956Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
25-Nov-15,24,25-Nov-15,24,Forced outage of Woodlands Ave 8 66kV/ IMFS No.1 on 25 Nov 2015 at 1145Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
26-Nov-15,39,26-Nov-15,40,Fuel changeover test of Generating Unit TUAS CCP4 was carried out and completed on 26 Nov 2015 at the following timing. Gas to Diesel : From 1901Hrs - 1904Hrs. Diesel to Gas : From 1937Hrs - 1941Hrs.
26-Nov-15,39,26-Nov-15,40,Fuel changeover test of Generating Unit TUAS CCP4 is anticipated to carry out on 26 Nov 2015 at the following timing. Gas to Diesel : At about 1901Hrs. Diesel to Gas : At about 1931Hrs.
28-Nov-15,15,28-Nov-15,15,Forced outage of A.Rajah/Armenian Street 66kV Feeder No. 2 (Tripped on both ends) on 28 Nov 2015 at 0700Hrs.
Forced outage of A.Rajah 66kV - Busbar No. 3 on 28 Nov 2015 at 0700Hrs.
(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
29-Nov-15,28,29-Nov-15,28,Forced outage of Paya Lebar II/ Changi Airport  66kV Feeder No. 1 on 29 Nov 2015 at 1349Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
30-Nov-15,26,30-Nov-15,26,Outage of Changi Airport 66kV S/S - CB352 (Paya Lebar II 66Kv Feeder No. 1) on 30 Nov 2015 at 1245Hrs was without Final Approval/Consent. (The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
30-Nov-15,28,30-Nov-15,28,High-Risk Operating State commence at 13:31Hrs on 30 Nov 2015. There is a Contingency Reserve Shortfall.
30-Nov-15,29,30-Nov-15,29,Emergency Operating State commence at 14:01Hrs on 30 Nov 2015. There is a Contingency Reserve Shortfall.
30-Nov-15,31,30-Nov-15,31,Normal operating State
01-Dec-15,22,01-Dec-15,22,Outage of  Ayer Rajah  66kV S/S  Busbar 3 on 01 Dec 2015 at 1054Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
01-Dec-15,36,01-Dec-15,36,Forced outage of Choa Chu Kang/Bukit Panjang 66kV Feeder No. 1 on 01 Dec 2015 at 1731Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
02-Dec-15,2,11-Dec-15,48,Outage of Generating Unit SER CCP4 on 02 Dec 2015 at 0050Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
02-Dec-15,28,02-Dec-15,28,High-Risk Operating State commence at 13:31Hrs on 02 Dec 2015. There is an Contingency Reserve Shortfall.
02-Dec-15,29,02-Dec-15,29,Emergency Operating State commence at 14:01Hrs on 02 Dec 2015. 
There is a Contingency Reserve Shortfall.
02-Dec-15,31,02-Dec-15,31,Normal operating State
02-Dec-15,38,02-Dec-15,39,Fuel changeover test of Generating Unit SNK CCP2 was carried out and completed on 02 Dec 2015 at the following timing. Gas to Gas : From 1831Hrs - 1835Hrs. Gas to Gas : From 1905Hrs - 1909Hrs.
02-Dec-15,38,02-Dec-15,39,Fuel changeover test of Generating Unit SNK CCP2 is anticipated to carry out on 02 Dec 2015 at the following timing. Gas to Gas : At about 1831Hrs. Gas to Gas : At about 1901Hrs.
03-Dec-15,22,03-Dec-15,22,High-Risk Operating State commence at 10:31Hrs on 03 Dec 2015. There is a Contingency Reserve Shortfall.
03-Dec-15,23,03-Dec-15,23,Emergency Operating State commence at 11:01Hrs on 03 Dec 2015. There is a Contingency Reserve Shortfall.
03-Dec-15,24,03-Dec-15,24,Normal Operating State
03-Dec-15,27,03-Dec-15,27,High-Risk Operating State commence at 13:01Hrs on 03 Dec 2015. There is a Contingency Reserve Shortfall.
03-Dec-15,28,03-Dec-15,28,Normal Operating State
04-Dec-15,19,04-Dec-15,19,Outage of Seraya S/H I 230kV CB352 on 04 Dec 2015 at 0908Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
08-Dec-15,29,08-Dec-15,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 was carried out on 08 Dec 2015 from 1404Hrs to 1510Hrs.
08-Dec-15,29,08-Dec-15,31,Testing of Black Start Facility at Seraya Power Station - Ser BSGT 1 is anticipated to carry out on 08 Dec 2015 from 1410Hrs to 1510Hrs.
08-Dec-15,41,08-Dec-15,41,Forced outage of generating unit TUASCCP5 at 265MW on 08 Dec 2015 at 20:03Hrs. (The relevant Market Participant to submit a preliminary report within 24hours and a detailed report within 1 week of the Forced Outage.)
08-Dec-15,41,08-Dec-15,42,Generating Unit TUASCCP5 did not complete the Fuel changeover test on 08 Dec 2015.
08-Dec-15,41,08-Dec-15,42,Fuel changeover test of Generating Unit TUASCCP5 is anticipated to carry out on 08 Dec 2015 at the following timing. Gas to Diesel : At about 2001Hrs. Diesel to Gas : At about 2031Hrs.
09-Dec-15,42,09-Dec-15,42,High-Risk state commence at 2031Hrs on 09 Dec 2015. There is a Contingency Reserve Shortfall.
09-Dec-15,43,09-Dec-15,43,Emergency State commence at 2101Hrs on 09 Dec 2015.  There is a Contingency Reserve Shortfall.
09-Dec-15,44,09-Dec-15,44,Normal operating State
09-Dec-15,44,10-Dec-15,20,Outage of Generating Unit SEMBCCP3 on 09 Dec 2015 at 2131Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
10-Dec-15,21,10-Dec-15,30,Outage of Generating Unit SEMBCCP3 on 10 Dec 2015 at 1001Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
10-Dec-15,21,10-Dec-15,48,Outage of Ayer Rajah I/Somerset 66kV Feeder No. 2 on 10 Dec 2015 at 1008Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
10-Dec-15,32,11-Dec-15,34,Outage of Sembcogen 230kV @ Banyan Diameter 1 CB1-152 and CB1-252 (GSUT)  on 10 Dec 2015 at 1550Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
10-Dec-15,36,10-Dec-15,37,Fuel changeover test of Generating Unit SKRA G1-GASTUR11 is anticipated to carry out on 10 Dec 2015 at the following timing. Gas to Diesel : At about 1740Hrs. Diesel to Gas : At about 1815Hrs.
10-Dec-15,36,10-Dec-15,37,Fuel changeover test of Generating Unit SKRA G1-GASTUR11 was carried out and completed on 10 Dec 2015 at the following timing. Gas to Diesel : From 1740Hrs - 1741Hrs. Diesel to Gas : From 1810Hrs - 1823Hrs.
11-Dec-15,12,11-Dec-15,12,Outage of Upper Jurong/Tuas 230kV Feeder No. 3 on 11 Dec 2015 at 0541Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
11-Dec-15,22,11-Dec-15,22,Forced outage of Generating Unit EHV:TUASSTH : GENR1-G1 at 40MW on 11 Dec 2015 at 1039Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
11-Dec-15,23,11-Dec-15,23,Outage of Upper Jurong 230/66kV 200MVA transformer No. 5 on 11 Dec 2015 at 1101Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
11-Dec-15,23,11-Dec-15,48,Due to the forced outage of Upper Jurong - Tuas 230kV Feeder No.3, a security limit of 1050MW shall be applied on the affected feeders at Tuas 230kV Substation.
11-Dec-15,33,11-Dec-15,33,Forced outage of Generating Unit ENV:TUASSTH:GENR1-G1 tripped off on synchronisation  on 11 Dec 2015 at 1610Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
11-Dec-15,35,12-Dec-15,28,Outage of Sembcogen 230kV @ Banyan Diameter1 CB1-152 and CB1-252 (GSUT)   on 11 Dec 2015 at 1701Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
12-Dec-15,44,12-Dec-15,44,Forced outage of  Senoko 66kV P.Station TF3 CB652 on 12 Dec 2015 at 2131Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
13-Dec-15,17,13-Dec-15,17,Forced outage of Senoko 66kV P.Station TF3 CB652 on 13 Dec 2015 at 0826Hrs.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of the Forced Outage.)
13-Dec-15,21,13-Dec-15,44,Outage of Sembcogen 230kV @ Banyan Diameter1 CB1-152 and CB1-252 (GSUT) on 13 Dec 2015 at 1000Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
13-Dec-15,28,13-Dec-15,29,Fuel changeover test of Generating Unit SNK CCP1- GASTUR 1 is anticipated to carry out on 13 Dec 2015 at the following timing. Gas to Gas : At about 1331Hrs. Gas to Gas : At about 1401Hrs.
13-Dec-15,28,13-Dec-15,30,Fuel changeover test of Generating Unit SNK CCP1-GASTUR 1 was carried out and completed on 13 Dec 2015 at the following timing. Gas to Gas : From 1351Hrs - 1354Hrs. Gas to Gas : From 1434Hrs - 1436Hrs.
14-Dec-15,38,15-Dec-15,16,Outage of Generating Unit SKRA G1 on 14 Dec 2015 at 1831Hrs was without Final Approval/Consent.(The relevant Market Participant to submit a preliminary report within 24hours & a detailed report within 1 week of this notice.)
